Claim,Evidence,Original Evidence,label
We should further exploit hydroelectric dams,"In general, hydroelectric plants produce much lower life cycle emissions than other types of generation.","Generally speaking, hydroelectric plants produce much lower life-cycle emissions than other types of generation.",1
We should support water privatization,"Many political parties, community groups, NGOs and other groups and persons consider the privatization of water as a refusal of fundamental human rights in the name of the governments of states and federal states.","Many political parties, community groups, NGO's and other groups and people see the privatisation of water as a denial of basic human rights on behalf of State and Federal Governments .",1
exposure to violent video games causes both short term and long term aggression in players and decreases empathy and prosocial behavior,A 2001 study revealed that exposure to violent video games causes at least a temporary increase in aggression and that this exhibition is correlated with the aggression in the real world. A decrease in prosocial behavior (worrying about the well-being and rights of others) has also been noted [Ref,A 2001 study found that exposure to violent video games causes at least a temporary increase in aggression and that this exposure correlates with aggression in the real world. A decrease in prosocial behavior (caring about the welfare and rights of others) was also noted [REF,1
We should ban abortions,"Saint-Fulgentius opposed abortion even in order to save the life of the woman, saying: 'But let the child be brought to a long term and baptized and saved from perdition.' [Ref","St. Fulgentius opposed abortion even for the purpose of saving the woman's life, saying: 'But let the child be brought to term and baptized and saved from perdition.'[REF",1
We should ban trans fats usage in food,The American Medical Association supports the efforts of states and federals to prohibit the use of artificial trans fats in American restaurants and bakeries [Ref,The American Medical Association supports any state and federal efforts to ban the use of artificial trans fats in U.S. restaurants and bakeries [REF,1
We should subsidize public service broadcasters,"November 3 - Million Puppet March - About 1,500 people and puppets walked to support continuous financing of public dissemination.","November 3 - Million Puppet March - Approximately 1,500 people and puppets marched in support of continued funding for public broadcasting.",1
We should prohibit corporal punishment,"Baumrind has studied the effects of body punishment on children and concluded that light spanking, in the context of a parental style making authoritarian (not authoritarian), is unlikely to have a significant prejudicial effect, if care is taken to control other variables such as socio-economic status [ref.].","Baumrind has studied the effects of corporal punishment on children, and has concluded that mild spanking, in the context of an authoritative (NOT authoritarian) parenting style, is unlikely to have a significant detrimental effect, if one is careful to control for other variables such as socioeconomic status [REF].",1
We should abandon coal mining,"Small mines (including 90% of all mines) are known to have much higher mortality rates, and the Chinese government has prohibited new coal mines with high gas danger and a capacity less than 300,000 tonnes in order to reduce additional deaths by 20% by 2010.","Small mines (comprising 90% of all mines) are known to have far higher death rates, and the government of China has banned new coal mines with a high gas danger and a capacity below 300,000 tons in an effort to reduce deaths a further 20% by 2010.",1
We should end daylight saving times,"The result was another DST rejection, by a greater margin compared to the three previous referendums.","The result was another rejection of DST, by a larger margin compared to the three previous referendums.",1
We should legalize the growing of coca leaf,"COCA Consumers claim that most of the information provided on the traditional use of COCA sheet and its modern adaptations are wrong [ref]. This has made it impossible to shed light on the positive aspects of the plant and its potential benefits for physical, mental and social health of people who consume and cultivate it [REF].","Coca consumers claim that most of the information provided about the traditional use of the coca leaf and its modern adaptations are erroneous [REF]. This has made it impossible to shed light on the plant's positive aspects and its potential benefits for the physical, mental and social health of the people who consume and cultivate it [REF].",1
We should ban abortions,"In July 2012, Tablet Magazine, an online Jewish publication, cited the report on Jewish values of the Research Institute on the Religion of Religion: 'American Jews are massively in favor of abortion in all (49%) or most (44%).","In July 2012, Tablet Magazine, an online Jewish publication, quoted the Public Religion Research Institute's 2012 Jewish Values Report: 'American Jews are overwhelmingly in favor of abortion in all (49%) or most (44%) cases.",1
We should legalize cell phone use while driving,"In 2000, Marlboro became the first municipality of New Jersey, and one of the first areas in the United States, to prohibit the use of the mobile phone during driving, a prohibition which entered into force in March 2001.","In 2000, Marlboro became the first municipality in New Jersey, and one of the first areas in the U.S., to ban cell phone use while driving, a ban that took effect in March 2001.",1
We should subsidize public transportation,"Large developments of small terraced houses have started to appear and the new public transport systems - (the metro, the buses and the trams) - have allowed workers to go to the city [ref] daily. The suburban districts also arose in the city center to accommodate those who wanted to escape the sordid conditions of the industrial city.","Large developments of small terraced houses began to appear and the new public transportation systems - (the metro, buses and trams) - allowed workers to commute into the city daily [REF]. Suburban districts also sprung up around the city centre to accommodate those who wanted to escape the squalid conditions of the industrial town.",1
We should ban gambling,"In 1994, when the new democratic government came to power, all forms of play were legalized.","In 1994, when the new democratic government came to power, all forms of gambling were legalised.",1
We should further exploit nuclear power,"Opinion polls show that atomic energy support has dropped from Fukushima. According to an investigation, November 13 '[Ref","Opinion polls show support for atomic energy has dropped since Fukushima. Forty percent of the French 'are 'hesitant' about nuclear energy while a third are in favor and 17 percent are against, according to a survey by pollster Ifop published November 13' [REF",1
We should protect Antarctica,"The Antarctic Australian division leads the Australian Antarctic program (AAP) with four key objectives: maintaining the antarctic treated system and improving the influence of Australia in computer science, protect the Antarctic Environment Understanding the role of Antarctica in the global climate system undertakes scientific, economic and national scientific work.","The Australian Antarctic Division leads the Australian Antarctic program (AAp) with four key goals:  Maintain the Antarctic Treaty System and enhance Australia's influence in it  Protect the Antarctic environment  Understand the role of Antarctica in the global climate system  Undertake scientific work of practical, economic and national significance .",1
We should further exploit green technology,"According to the International Energy Agency, biofuels have the potential to respond to more than a quarter of global demand for transport fuel by 2050 [Ref","According to the International Energy Agency, biofuels have the potential to meet more than a quarter of world demand for transportation fuels by 2050 [REF",1
We should ban telemarketing,"Interrupting advertising such as television, radio, emails and telemarketing are considered to be ineffective techniques for young people's marketing because they can be 'boring'.","Interruptive advertising such as television, radio, email and telemarketing are considered ineffective techniques for youth marketing because they can be 'annoying'.",1
We should ban targeted killing,"Abraham Sofaer, former legal advisor to the American State Department and colleague at the reflection group of the Conservative Hoover Institution, wrote that the targeted murder is 'sometimes necessary, because the leaders are forced to defend their citizens'.","Abraham Sofaer, a former legal advisor to the U.S. State Department and fellow at the conservative Hoover Institution think tank, has written that targeted killing is 'sometimes necessary, because leaders are obliged to defend their citizens'.",1
We should ban herbal medicine,"Belladonna has been used in phytotherapy for centuries as analgesic, muscle and anti-inflammatory, and to treat menstrual problems, gastro-duodenal ulcer disease, histamine reaction and transport evil [ref].","Belladonna has been used in herbal medicine for centuries as a pain reliever, muscle relaxer, and anti-inflammatory, and to treat menstrual problems, peptic ulcer disease, histaminic reaction, and motion sickness [REF].",1
We should legalize polygamy,"Finally, the Church adopted a policy of excommunication of members found practicing polygamy and today seeks to actively distance itself from 'fundamentalist' groups which continue the practice [ref].","Eventually, the church adopted a policy of excommunicating members found practicing polygamy, and today seeks actively to distance itself from 'fundamentalist' groups that continue the practice [REF].",1
We should cancel the speed limit,"A 1998 report in the title of the Wall Street Journal 'The highways are safe at any speed' said that when the speed limits are artificially fixed, the patch, the weaving and the variance of speed (the problem of certain cars traveling considerably faster than others) make the roads less safe [REF].","A 1998 report in the Wall Street Journal title 'Highways are safe at any speed' stated that when speed limits are set artificially low, tailgating, weaving and speed variance (the problem of some cars traveling significantly faster than others) make roads less safe [REF].",1
religion is a positive civilizing influence on society,"In addition, a complete study by the professor of the University of Harvard, Robert Putnam, noted that the religious are more charity than their irreligious counterparts [ref]. The study revealed that forty percent of cults attending Americans regularly have to help the poor and the elderly, against 15% of Americans who never have services [ref]. In addition, religious are more likely than non -religious people to volunteer for school programs and young people (36% against 15%), a district or a civic group (26% against 13%) and for health care (21% against 13%) [Ref","Moreover, a comprehensive study by Harvard University professor Robert Putnam found that religious people are more charitable than their irreligious counterparts [REF]. The study revealed that forty percent of worship service attending Americans volunteer regularly to help the poor and elderly as opposed to 15% of Americans who never attend services [REF]. Moreover, religious individuals are more likely than non-religious individuals to volunteer for school and youth programs (36% vs. 15%), a neighborhood or civic group (26% vs. 13%), and for health care (21% vs. 13%) [REF",1
We should further exploit geothermal energy,"By integrating renewable energy sources such as photovoltaic solar, solar thermal and even geothermal in structures, it is possible to create zero emission buildings, where energy consumption is self-generator and non-polluting.","By integrating renewable energy sources such as solar photovoltaic, solar thermal, and even geothermal energy into structures, it is possible to create zero emission buildings, where energy consumption is self-generating and non-polluting.",1
We should increase government regulation,Bruce Schneier also supports the regulations that encourage software companies to write a more secure code thanks to economic incentives.,Bruce Schneier also supports regulation that encourages software companies to write more secure code through economic incentives.,1
We should further exploit green technology,"The main markets in the green technology industry in Germany are electricity production, sustainable mobility, material efficiency, energy efficiency, waste management and recycling, sustainable water management [ref].","The lead markets of Germany's green technology industry are power generation, sustainable mobility, material efficiency, energy efficiency, waste management and recycling, sustainable water management [REF].",1
We should ban herbal medicine,A 2010 Cochrane review revealed that there was not enough solid evidence to support the effectiveness of traditional herbs in Chinese medicine to stop bleeding hemorrhoids [ref].,A 2010 Cochrane review found there is not enough robust evidence to support the effectiveness of traditional Chinese medicine herbs to stop the bleeding from haemorrhoids [REF].,1
We should subsidize biofuels,"The study indicated that 'the great increase in biofuels' production in the United States and Europe is the main reason for the high increase in world food prices' and also said that 'Brazil sugar ethanol has not increased significantly higher food prices' [ref].","The study said that '..large increases in biofuels production in the United States and Europe are the main reason behind the steep rise in global food prices' and also stated that 'Brazil's sugar-based ethanol did not push food prices appreciably higher' [REF].",1
Hunting should be banned,Palin cited state scientists who said hunting was the only factor behind the decline of whales and that hunting was effectively controlled by cooperative agreements with indigenous Alaska organizations [REF].,"Palin cited state scientists who claimed that hunting was the only factor causing the whales' decline and that the hunting has been effectively controlled through cooperative agreements with Alaska Native organizations [REF].",1
Coercive sterilization to enforce the one child policy has occurred in China,"In 2010, Amnesty International accused the authorities in punishment of having forced people to be sterilized by imprisoning their elderly parents [Ref","In 2010, Amnesty International accused authorities in Puning of compelling people to be sterilized by imprisoning their elderly relatives [REF",1
We should ban alcoholic beverages,The evidence suggests that a large contribution of alcohol is associated with gallbladder cancer [Ref,Evidence suggests that a high intake of alcohol is associated with gall bladder cancer [REF,1
We should prohibit international adoption,"Due to part of its pressure, the Romanian government in 2005 implemented legislation which has de facto prohibits international adoptions, in accordance with practices in some of the EU member states.","Due partially to her pressure, the Romanian government in 2005 implemented legislation that de facto banned international adoptions, in line with practices in some of the EU member states.",1
We should increase ecotourism,The Ministry of Finance defended the bill indicating that a greater Fijian participation in the ecotourism sector would stimulate rural development.,The Finance Ministry defended the bill stating that more ethnic Fijian participation in the eco-tourism sector would boost rural development.,1
We should introduce school vouchers,"Vinick has also been described as a deficit hawk, supporting tax and expenditure reductions 'two for one', and it also promotes free trade agreements, good schools and tort reform, while opposing ethanol subsidies in Midwest as a business well-being.","Vinick has also been described as a deficit hawk, supporting 'two-for-one' tax and spending cuts, and he also favors free trade agreements, school vouchers, and tort reform, while opposing ethanol subsidies in the Midwest as corporate welfare.",1
These may be considered necessary because the minority group in question is socially disadvantaged,"The sociologist Louis Wirth has defined a minority group as 'a group of people who, because of their physical or cultural characteristics, are distinguished from others in the society in which they live for a differential and unequal treatment, and who therefore consider themselves to be objects of collective discrimination.' [Ref","Sociologist Louis Wirth defined a minority group as 'a group of people who, because of their physical or cultural characteristics, are singled out from the others in the society in which they live for differential and unequal treatment, and who therefore regard themselves as objects of collective discrimination.'[REF",1
"when a person's understanding ponders over the existence of God it encounters nothing but contradictions","The an atheist-existentialist argument for the non-existence of a perfect sensitive being stipulates that if existence precedes essence, it stems from the meaning of the sensitive term that a sensitive being cannot be complete or perfect. It is discussed by Jean-Paul Sartre in being and nothingness. Sartre's phrasing is that God would be a corridor [a being for oneself; A consciousness] which is also an eni [a being in itself; one thing]: which is a contradiction in terms","The atheist-existentialist argument for the non-existence of a perfect sentient being states that if existence precedes essence, it follows from the meaning of the term sentient that a sentient being cannot be complete or perfect. It is touched upon by Jean-Paul Sartre in Being and Nothingness. Sartre's phrasing is that God would be a pour-soi [a being-for-itself; a consciousness] who is also an en-soi [a being-in-itself; a thing]: which is a contradiction in terms",1
We should legalize prostitution,"In the 2008 survey carried out by Nikk (see above), 71% of Swedes said they had supported sex to pay sex","In the 2008 survey conducted by NIKK (see above), 71% of Swedes said they supported the ban on paying for sex",1
We should ban homeopathy,"The main homeopathic uses include the treatment of anxiety and 'fear caused by insecurity', digestive disorders and mucous inflammation, and characterized ailments symptomatic by burning pain.","Key homeopathic uses include treating anxiety and 'fear caused by insecurity', digestive disorders and mucosal inflammation, and ailments characterized symptomatically by burning pain.",1
We should increase ecotourism,"Now, Gili Eco Trust leads many various projects to ensure the sustainable development of the Gili Islands and promote ecotourism.","Now the Gili Eco Trust leads many various projects to ensure Gili islands' sustainable development and promote eco-tourism.",1
We should ban school uniforms,"Some of the disadvantages of school uniforms include the following legal, financial and questionable efficiency problems: [ref]","Some of the cons to school uniforms include the following legal, financial, and questionable effectiveness concerns:[REF] ",1
We should limit the right of self-defense,The court judged that the second amendment to the constitution of the United States protected the rights of citizens of Georgia because the free has the right to defend itself.,The court held that the Second Amendment to the United States Constitution protected the rights of Georgia citizens because free people have the right to self-defense.,1
We should support water privatization,"According to a detailed study of 2002 in Argentina, the privatization of water had a positive impact on infant mortality.","According to a detailed 2002 study in Argentina, water privatization has had a positive impact on child mortality.",1
We should end water fluoridation,"In 1973, Beck c. City Council of Beverly Hills, the California court, second district, said: 'The courts in the United States have uniformly judged that water fluoridation is a reasonable and appropriate exercise in police power in the interest of public health.","In 1973's Beck v. City Council of Beverly Hills, the California Court of Appeal, Second District, said, 'Courts through the United States have uniformly held that fluoridation of water is a reasonable and proper exercise of the police power in the interest of public health.",1
We should end daylight saving times,"'Saving the Economy' was published on March 22, showing a max broadcast describing its plans to make the economy more effective by irrationally prolonging summer time [REF].","'Saving the Economy' was released on March 22, showing a broadcast by Max outlining his plans to make the economy more efficient by irrationally extending daylight saving time [REF].",1
We should ban homeopathy,"In an article entitled 'Should we maintain an open mind on homeopathy?' [Ref] published in '' [[American Journal of Medicine] '', Michael Baum and Edzard Ernstwriting to other doctors-annuities than 'homeopathy is among the worst examples of denominational drugs. Physics, chemistry and pharmacology must be incorrect ..'","In an article entitled 'Should We Maintain an Open Mind about Homeopathy?'[REF] published in the ''[[American Journal of Medicine]]'', Michael Baum and Edzard Ernstwriting to other physicianswrote that 'Homeopathy is among the worst examples of faith-based medicine.. These axioms [of homeopathy] are not only out of line with scientific facts but also directly opposed to them. If homeopathy is correct, much of physics, chemistry, and pharmacology must be incorrect..'",1
We should ban abortions,Henry Bracton considered abortion as a homicide [Ref,Henry Bracton considered abortion to be homicide [REF,1
We should ban partial birth abortions,"Jeffords has always voted against the ban on abortion at partial birth, and also against a more severe line in Cuba.","Jeffords consistently voted against the ban on partial-birth abortion, and also against a harsher line on Cuba.",1
We should legalize public nudity,"In September 2011, the nudists gathered to protest against an proposed order which would bring certain restrictions to public nudity in San Francisco [ref]. This order was replaced in December 2012 by a ban on public nudity in San Francisco, proposed by Scott Wiener [REF].","In September 2011, nudists gathered to protest a proposed ordinance that would put some restrictions on public nudity in San Francisco [REF]. This ordinance was superseded in December 2012 by a ban on public nudity in San Francisco, proposed by Scott Wiener [REF].",1
We should further exploit nuclear power,"In 2013, an interactive Harris survey of more than 2,000 respondents in the United Kingdom revealed that one in one in four (24%) considered nuclear energy to offer the greatest potential '' alongside solar energy (23%) and ahead of wind energy (18%).","In 2013, a survey by Harris Interactive of more than 2000 UK respondents found that 'one in four people (24%) considered nuclear power to offer the greatest potential' alongside solar (23%) and ahead of wind power (18%).",1
We should abolish the two-party system,"Root is a small businessman who thinks that the 2-party system is built on corruption, greed and corruption.","Root is a small businessman who believes the 2-party system is built on corruption, greed and bribery.",1
We should abolish the three-strikes laws,"Research indicates that compulsory minimum conviction effectively increases the discretion of judges to prosecutors. Prosecutors decide accusations to bring against a defendant, and they can 'stack the bridge', which implies over-order a defendant in order to have them guilty. Since prosecutors are part of the executive branch and the judicial branch has almost no role in the conviction, checks and counterweights of the democratic system are deleted","Research indicates that mandatory minimum sentencing effectively shifts discretion from judges to the prosecutors. Prosecutors decide what charges to bring against a defendant, and they can 'stack the deck', which involves over-charging a defendant in order to get them to plead guilty [REF]. Since prosecutors are part of the executive branch, and the judicial branch has almost no role in the sentencing, the checks and balances of the democratic system are removed",1
We should introduce compulsory voting,"The former Prime Minister of Labor, Geoffrey Palmer, expressed his support for the introduction of compulsory vote to counter this trend.",Former Labour Prime Minister Geoffrey Palmer has expressed support for the introduction of compulsory voting to counter this trend.,1
We should subsidize biofuels,Regional production of microalgae and treatment in biofuels will provide economic advantages to rural communities [ref].,Regional production of microalgae and processing into biofuels will provide economic benefits to rural communities [REF].,1
We should prohibit flag burning,"Talent is a co -spaine of the desecration of desecration of the flag, which would make constitutional the criminalization of the flag burning.","Talent is a cosponsor of the Flag Desecration Amendment, which would make it constitutional to criminalize flag burning.",1
We should protect endangered species,"The most punishable offenses are trafficking, and any act of 'taking' knowingly (which understands the harm, injury or death) an endangered species.","The most punishable offenses are trafficking, and any act of knowingly 'taking' (which includes harming, wounding, or killing) an endangered species.",1
We should increase government regulation,"As with wired Internet access, the CTIA said they firmly believe that regulations are not necessary and can do more harm than good [Ref].","As with wired Internet access, the CTIA has stated that they strongly believe that regulation is not necessary and may do more harm than good [REF].",1
We should fight for Palestinian independence,"Brazil firmly underlined its support for a Palestinian state inside the 1967 borders, having Jerusalem as capital [ref].","Brazil has firmly stressed its support for a Palestinian state within the borders of 1967, having Jerusalem as its capital [REF].",1
We should end affirmative action,Kennedy joined the judicial majority in decisions promoting the rights of states and invalidating federal and state positive action programs.,"Kennedy has joined with Court majorities in decisions favoring states' rights and invalidating federal and state affirmative action programs.",1
We should end water fluoridation,"In October 2003, Johnson was criticized when she said that water fluoridation should be 'the preferred method to prevent dental caries on a population basis'.","In October 2003, Johnson had was the subject of criticism when she was quoted as saying that fluoridation of water should be 'the preferred method of preventing tooth decay on a population basis'.",1
We should end affirmative action,"The NAACP demanded the hiring of positive action for school staff and increased the de -regional thanks to an 'open schools' policy.","The NAACP demanded affirmative action hiring of school personnel and increased desegregation through an 'open schools' policy.",1
The free market should be protected,Lee said he wanted to restore better relations with the United States by emphasizing free market solutions [ref].,Lee stated that he wanted to restore better relations with the United States through a greater emphasis on free market solutions [REF].,1
We should cancel the Affordable Care Act,"Huckabee opposed the Obama health care plan, the patient protection law and affordable care.","Huckabee opposed Obama's health care plan, the Patient Protection and Affordable Care Act.",1
We should legalize cell phone use while driving,"Psychiatrist Edward M. Hallowell [Ref] went so far as to describe multitasking as a 'mythical activity in which people believe they can perform two or more tasks simultaneously as effectively as we","Psychiatrist Edward M. Hallowell[REF] has gone so far as to describe multitasking as a 'mythical activity in which people believe they can perform two or more tasks simultaneously as effectively as one",1
We should limit the freedom of speech,Opponents also argue that the prohibition promotes restrictions on freedom of expression as well as restrictions on precise medical information [REF].,Opponents also argue that the ban promotes restrictions on free speech as well as restrictions on accurate medical information [REF].,1
We should abolish the two-party system,"Sometimes bipartite systems have been considered preferable to multi -party systems because they are simpler to govern, with less fracturing and greater harmony, because it discourages radical minor parts, [ref] while multi -party systems can sometimes lead to suspension parliaments [Reference]","Sometimes two-party systems have been seen as preferable to multi-party systems because they are simpler to govern, with less fractiousness and greater harmony, since it discourages radical minor parties,[REF] while multi-party systems can sometimes lead to hung parliaments [REF]",1
We should ban genetically modified crops,"A 2002 review of the scientific literature concluded that 'the large-scale commercial culture of current BT-Maize hybrids did not pose a significant risk for the monarch population' and noted that despite the large-scale planting of genetically modified crops, the population of the butterfly increased [ref].","A 2002 review of the scientific literature concluded that 'the commercial large-scale cultivation of current Bt-maize hybrids did not pose a significant risk to the monarch population' and noted that despite large-scale planting of genetically modified crops, the butterfly's population was increasing [REF].",1
We should end censorship,"In public debates, Dershowitz generally pleads against pornography censorship for the reasons for the first amendment and maintains that pornography consumption is not harmful [ref].","In public debates, Dershowitz commonly argues against censorship of pornography on First Amendment grounds, and maintains that consumption of pornography is not harmful [REF].",1
We should further exploit nuclear power,"In 2009, the State of Utah adopted incentives for the economic development of the bill for alternative energy projects, including incentives for renewable energy projects. It includes a direct reference to nuclear energy: 'renewable energy' means the generation of energy as defined in the subsection 10-19-102 (11) and includes production fueled by nuclear fuel. The bill adopted the Chamber with 72 years, 0 nays and 3 absent, adopted the Senate with 24 years, 1 no and 4 absent, then received the governor's signing [Ref","In 2009 the Utah state passed the bill ECONOMIC DEVELOPMENT INCENTIVES FOR ALTERNATIVE ENERGY PROJECTS including incentives for renewable energy projects. It includes a direct reference to nuclear power: 'Renewable energy' means the energy generation as defined in Subsection 10-19-102 (11) and includes generation powered by nuclear fuel. The bill passed the house with 72 yeas, 0 nays, and 3 absent, passed the senate with 24 yeas, 1 nay, and 4 absent, then received the governor's signature [REF",1
We should adopt mobile payments,Mobile payment is adopted all over the world in different ways [ref].,Mobile payment is being adopted all over the world in different ways [REF].,1
We should subsidize electric cars,The Chademo Quick Charge option has been promoted by Nissan-Renault and has found acceptance with Japanese car manufacturers to allow their electric cars to benefit from the Chademo Charger network in Japan.,The CHAdeMO quick charge option was promoted by Nissan-Renault and it has found acceptance with Japanese car manufacturers to allow their electric cars to benefit from the CHAdeMO charger network in Japan.,1
We should further exploit hydroelectric dams,"A public opinion survey in 1949 indicated that overwhelming majority of British Colombians supported Alcan's plans for hydroelectric development on the Nechako [ref].","A public opinion poll taken in 1949 indicated that an overwhelming majority of British Columbians supported the Alcan's plans for hydroelectric development on the Nechako [REF].",1
We should abolish capital punishment,"The suspension was practiced legally in the United States of America of the country's birth until 1972, when the United States Supreme Court judged that capital sentence was in violation of the eighth amendment to the United States Constitution [REF].","Hanging has been practiced legally in the United States of America from the nation's birth, up to 1972 when the United States Supreme Court found capital punishment to be in violation of the eighth amendment to the United States Constitution [REF].",1
We should further exploit nuclear power,"In 2013, analysts of the Morningstar investment research company, Inc. concluded that nuclear energy was not a viable source of new power in the West.","In 2013 the analysts at the investment research firm Morningstar, Inc. concluded that nuclear power was not a viable source of new power in the West.",1
We should further exploit green technology,"Many countries have attempted to subsidize green technologies such as wind energy, and most have failed to make a viable industry.","Many countries tried to subsidize green technology such as wind power, and most failed to make a viable industry.",1
We should ban male infant circumcision,"In the 1890s, hernia, bladder infections, kidney stones, insomnia, chronic indigestion, rheumatism, epilepsy, asthma, night lists, bright disease, erectile dysfunction, syphilis, madness and skin cancer were all linked to the measurement of preventive health and many Physicists.","By the 1890s, hernia, bladder infections, kidney stones, insomnia, chronic indigestion, rheumatism, epilepsy, asthma, bedwetting, Bright's disease, erectile dysfunction, syphilis, insanity, and skin cancer had all been linked to the foreskin, and many physicians advocated universal circumcision as a preventive health measure.",1
We should fight global warming,"Higher amplitudes of global warming would be more difficult to adapt, [ref] and increase the risk of negative impacts [REF].","Higher magnitudes of global warming would be more difficult to adapt to,[REF] and would increase the risk of negative impacts [REF].",1
We should ban partial birth abortions,"In addition to the federal ban, there have also been a number of abortion bans at the partial birth of the State.","In addition to the federal ban, there have also been a number of state partial-birth abortion bans.",1
We should adopt a zero-tolerance policy in schools,"In April 2006, the Calgary police service announced that Red Mile's rallies would not be encouraged and that measures would be taken to discourage them, including trafficking, a zero tolerance policy on noise and rowdy behavior, and the presence of clogged officers among the crowd for ticket holders [Ref].","In April 2006, the Calgary Police Service announced that Red Mile gatherings would not be encouraged, and that measures would be taken to discourage them, including traffic diversions, a zero-tolerance policy on noise and rowdy behaviour, and the presence of plain-clothed officers among the crowd to ticket offenders [REF].",1
We should subsidize biofuels,Some traditional environmental groups support biofuels as an important step towards slowdown or the cessation of global climate change [ref].,Some mainstream environmental groups support biofuels as a significant step toward slowing or stopping global climate change [REF].,1
We should abandon coal mining,Anvil Hill Alliance includes community and environmental groups in New South Wales opposed to the expansion of coal mines in its region of high conservation value.,The Anvil Hill Alliance includes community and environment groups in NSW opposed to the expansion of coal mines in his high conservation value region.,1
We should abandon disposable diapers,"In a study of cradle with engraving sponsored by the National Association of Diaper Services (NADS) and conducted by Carl Lehrburger and his colleagues, results revealed that disposable layers produce seven times more solid waste when rejected and three times more waste in the manufacturing process.","In one cradle-to-grave study sponsored by the National Association of Diaper Services (NADS) and conducted by Carl Lehrburger and colleagues, results found that disposable diapers produce seven times more solid waste when discarded and three times more waste in the manufacturing process.",1
We should subsidize electric cars,"Shai Agassi said that the company's partner, the Renault-Nissan Alliance, would probably invest $ 500 million at $ 1 billion to develop electric battery cars [ref].","Shai Agassi estimated that the company's partner, the Renault-Nissan alliance, would likely invest $500 million to $1 billion in developing the swappable-battery electric cars [REF].",1
We should ban school uniforms,"School uniforms abolish the individuality of students by obliging the normalization of appearance and by eliminating the expression of students (Joseph, 1986 [ref]))))","School uniforms suppress students' individuality by mandating standardization of appearance and removing student expression (Joseph, 1986[REF]) ",1
gambling is a type of regressive tax on the individuals,"The Indian Gaming Regulatory Act requires that gaming income be used only for government or charitable purposes [ref]. Tribal governments specifically determine how gaming income is spent. Income has been used to build houses, schools and roads; finance health care and education; and to support community and economic development initiatives","The Indian Gaming Regulatory Act requires that gaming revenues be used only for governmental or charitable purposes [REF]. The tribal governments determine specifically how gaming revenues are spent. Revenues have been used to build houses, schools, and roads; to fund health care and education; and to support community and economic development initiatives",1
We should subsidize the human mission to Mars,"On May 31, 2013, NASA scientists reported that a possible inhabited mission in Mars could imply a great risk of radiation based on the quantity of energy influence of particles detected by the RAD on the laboratory of sciences from March while traveling from land to March in 2011-2012 [REF].","On May 31, 2013, NASA scientists reported that a possible manned mission to Mars may involve a great radiation risk based on the amount of energetic particle radiation detected by the RAD on the Mars Science Laboratory while traveling from the Earth to Mars in 2011-2012 [REF].",1
We should ban the sale of violent video games to minors,"He also claims that scientific studies show that adolescents treat the play environment differently from adults, leading to increased violence and copying behavior [ref].","Also, he claims that scientific studies show teenagers process the game environment differently from adults, leading to increased violence and copycat behavior [REF].",1
We should legalize ivory trade,"International Ivory Trade in Asian elephants was prohibited in 1975 when the Asian elephant was placed in the appendix, an agreement on international trade in endangered species (CITES). In the late 1980s, it was thought that only about 50,000 were in nature [ref","International trade in Asian elephant ivory was banned in 1975 when the Asian elephant was placed on Appendix One of the Convention on the International Trade in Endangered Species (CITES). By the late 1980s, it was believed that only around 50,000 remained in the wild [REF",1
We should fight global warming,"Nations recognize that evidence of global warming is unequivocal and that humans must reduce emissions in order to reduce the risks of 'serious impacts on climate change' and have stressed the urgency to fight climate change.","The nations acknowledge that evidence for global warming is unequivocal, and that humans must reduce emissions to reduce the risks of 'severe climate change impacts' and emphasized the urgency to address climate change.",1
We should subsidize biofuels,"A 2010 study commissioned by the European Commission revealed that the reduction effects of first -generation biofuels' emissions are positive, even after reducing the indirect effects of the change of land use, in particular 'more economical' sugar cane ethanol","A 2010 study commissioned by the European Commission found that emission reduction effects of first-generation biofuels are positive, even after discounting indirect land use change effects, particularly the 'more emission-efficient' sugarcane ethanol from Brazil, which would have to be imported to assure the environmental viability of the EU's biofuels mandate [REF",1
We should ban organic food,"Organic agriculture is a production system that supports soil health, ecosystems and people. It is based on ecological processes, biodiversity and cycles adapted to local conditions, rather than the use of entries with undesirable effects. Organic agriculture combines tradition, innovation and science in favor of the shared environment and promote fair relationships and good quality of life for all those involved. 'International Federation of Organic Agriculture Movements [Ref","Organic agriculture is a production system that sustains the health of soils, ecosystems and people. It relies on ecological processes, biodiversity and cycles adapted to local conditions, rather than the use of inputs with adverse effects. Organic agriculture combines tradition, innovation and science to benefit the shared environment and promote fair relationships and a good quality of life for all involved..' International Federation of Organic Agriculture Movements[REF",1
We should limit the use of birth control,"To reduce the risk of unwanted pregnancies, some people who engage in penal-vaginal sex can use contraception, such as contraceptive pills, condoms, diaphragms, spermicides, hormonal contraception or sterilization [ref].","To reduce the risk of unintended pregnancies, some people who engage in penile-vaginal sex may use contraception, such as birth control pills, a condom, diaphragms, spermicides, hormonal contraception or sterilization [REF].",1
We should limit the freedom of speech,"The lawyer and scholars of the spokesperson for the truth, Yasmin Omar, who led the injunction with her husband Zahir, said that the judge's decision had established that 'freedom of expression is not unlimited if we exercise a freedom of expression which was harmful for the others' [Ref].","Lawyer and Scholars of the Truth spokesperson Yasmin Omar, who spearheaded the injunction with her husband Zahir, stated that the judge's ruling established that 'freedom of expression is not unlimited if one exercises freedom of expression that is harmful to others' [REF].",1
