Claim,Evidence,label,Original Evidence,Similarity Score
We should legalize polygamy,"In October 1889 , Woodruff publically take that he was no longer okay new heteroicous marriages , and in answer atomic number 49 to a reporter 's question of what the LDS Church signify 's attitude was toward response the law against polygamy , Woodruff say , we to obey it .",1,"In October 1889, Woodruff publicly admitted that he was no longer approving new polygamous marriages, and in answer to a reporter's question of what the LDS Church's attitude was toward the law against polygamy, Woodruff stated, ""we mean to obey it.",0.8971903324127197
We should abolish the three-strikes laws,"Another study , I 'd sooner be Hanged for a Sheep than a Lamb : The Unintended Consequences of 'Three-Strikes ' police , unloosen by the National Bureau of Economic Research found that three-strikes police discourage outlaw from committing misdemeanors for fear of a life prison sentence .",1,"Another study, I'd rather be Hanged for a Sheep than a Lamb: The Unintended Consequences of 'Three-Strikes' Laws, released by the National Bureau of Economic Research found that three-strikes laws discourage criminals from committing misdemeanors for fear of a life prison sentence.",0.9240765571594238
We should legalize same sex marriage,"A May 2011 Gallup Poll likewise show majority accompaniment for same-sex marriage , 53 % in favor to 45 % opposed .",1,"A May 2011 Gallup Poll also showed majority support for same-sex marriage, 53% in favor to 45% opposed.",0.8902227878570557
We should protect endangered species,"In 1979 , the EPA developed criteria for sanitary landfills that included siting restrictions in floodplains ; threaten mintage security ; surface H2O security ; groundwater security ; disease and vector ( rodents , bird , insects ) controller ; opening electrocution prohibitions ; explosive gas ( methane ) controller ; fire bar through the use of blanket materials ; and bar of boo peril to aircraft REF ] .",1,"In 1979, the EPA developed criteria for sanitary landfills that included siting restrictions in floodplains; endangered species protection; surface water protection; groundwater protection; disease and vector (rodents, birds, insects) control; opening burning prohibitions; explosive gas (methane) control; fire prevention through the use of cover materials; and prevention of bird hazards to aircraft [REF].  ",0.9333709478378296
We should increase gun control,"IGF writers would legislating frequently certify conservative Republican right field theories about the harm that gun control legislation would pose to lesbian and gay pistol owners , that such controls infringe built-in rightfulness under the Second Amendment , welfare 'reform ' , Social Security denationalisation , miscarriage , and the neo-conservative possibility about rightfield initiating military action in edict to promote a freedom and commonwealth in certain nations such as Iran and Iraq .",1,"IGF writers would often endorse conservative Republican theories about the harm that gun control legislation would pose to lesbian and gay handgun owners, arguing that such controls infringe constitutional rights under the Second Amendment, welfare 'reform', Social Security privatization, abortion, and the neo-conservative theory about initiating military action in order to promote a freedom and democracy in certain nations such as Iran and Iraq.",0.9098049402236938
We should abolish zoos,"nonetheless , zoo advocates argue that their efforts induce a conflict in wildlife conservation education [ REF effort ] .",1,"However, zoo advocates argue that their efforts make a difference in wildlife conservation and education [REF].",0.9099425673484802
We should ban whaling,"Greenpeace argues that whales are endangered and must protect [ REF . The Japanese claim that it powerfully supports the security of endangered species , and the scientific whaling all-important to gather entropy about the position of the diverse population . It further claim the scale of the research is such that it does not affect the stock of the [ REF ] .",1,"Greenpeace argues that whales are endangered and must be protected [REF]. The Japanese government claims that it strongly supports the protection of endangered species, and the scientific whaling is essential to gather information about the status of the various populations. It further claims that the scale of the research is such that it does not affect the stock of the species [REF].",0.9473220109939576
We should introduce universal health care,"Governor Arnold Schwarzenegger of California proposed comprehensive wellness policy reform for land California on January 9 , 2007 that would head to nearly general wellness policy coverage in the country .",1,"Governor Arnold Schwarzenegger of California proposed comprehensive health insurance reform for California on January 9, 2007 that would lead to nearly universal health insurance coverage in the state.",0.8458195924758911
We should further exploit geothermal energy,"Although exploitation solar , malarkey , and resources has a expectant potential , geothermal push is the only renewable source ( exclude hydropower ) with a significant contribution to the push mix ( 2 % of entire generation capacitance ) .",1,"Although exploitation of solar, wind, and biomass resources has a large potential, geothermal energy is the only renewable source (excluding hydropower) with a significant contribution to the energy mix (2% of total generation capacity).",0.8180960416793823
We should subsidize biofuels,"Instead the paper argues that EU and US repulse for biofuels has had by far the biggest impact on food supplying and terms , as increased production of biofuels in the US and EU were supported by subsidy and duty on imports , and considers that without these policies , terms growth would have been smaller .",1,"Instead the report argues that the EU and US drive for biofuels has had by far the biggest impact on food supply and prices, as increased production of biofuels in the US and EU were supported by subsidies and tariffs on imports, and considers that without these policies, price increases would have been smaller.",0.8953108191490173
Sex education should be mandatory,"the young should not hire in premarital sex , adultery , fornication or other acts of impurity or dirt others Pope John Paul II suppose that sex instruction `` a basic rightfulness and duty of parents . '' .",1,"the young should not engage in premarital sex, adultery, fornication or other acts of impurity or scandals to others  Pope John Paul II says that sex education is ""a basic right and duty of parents."" .",0.8607416152954102
We should adopt atheism,"Francis Collins , the American Dr. and geneticist who lead the Human Genome Project , constitute argues theism is more rational than atheism intellectual .",1,"Francis Collins, the American physician and geneticist who lead the Human Genome Project, argues that theism is more rational than atheism.",0.9818569421768188
We should prohibit flag burning,"As a result , the 1989 Act sought to nix flag blasphemy under all context by deleting the statutory demand that the conduct mould contempt upon the flag and narrowing the definition of the term `` flag '' so that its effect import was not establish on the observation of third parties .",1,"As a result, the 1989 Act sought to prohibit flag desecration under all circumstances by deleting the statutory requirement that the conduct cast contempt upon the flag and narrowing the definition of the term ""flag"" so that its meaning was not based on the observation of third parties.",0.8210139870643616
Prenatal diagnosis should be mandatory,The International Society for Prenatal Diagnosis study it a fairish screening option for those women whose gestation are at a high endangerment for trisomy 21 [ REF ] .,1,The International Society for Prenatal Diagnosis considers it a reasonable screening option for those women whose pregnancies are at a high risk for trisomy 21 [REF].,0.9314807653427124
We should fight global warming,The authors pen a joint missive to the editor reply objecting to the impression have by the clause that their `` research go against the consensus scientific view that global warming is a grave concern . '',1,"The authors wrote a joint letter to the editor in response objecting to the impression given by the article that their ""research goes against the consensus scientific view that global warming is a serious concern.""",0.8361875414848328
We should subsidize biofuels,"subsidy Luiz Lula da yield a potent rebuttal , calling both claim `` resulting from commercial involvement '' , and putting the incrimination instead U.S. and European agrarian endanger subsidies , and a problem restricted secure to U.S. ethanol produced from gamboge [ REF ] . He also said that `` biofuels are n't the villain that threatens protection ''",1,"Luiz Inácio Lula da Silva gave a strong rebuttal, calling both claims ""fallacies resulting from commercial interests"", and putting the blame instead on U.S. and European agricultural subsidies, and a problem restricted to U.S. ethanol produced from maize [REF]. He also said that ""biofuels aren't the villain that threatens food security"" ",0.823150098323822
We should prohibit hydraulic fracturing,"For instance , hydraulic fracturing entitles a transitional fuel for its helper whereas for its opposition it represents a fuel exacerbating the greenhouse result and spheric warming .",1,"For instance, hydraulic fracturing entitles a transitional fuel for its supporters whereas for its opponents it represents a fossil fuel exacerbating the greenhouse effect and global warming.",0.9190222024917604
We should abolish the monarchy,"In May 2010 , a pate by Angus Reid establish that more than two-thirds of Canadians , a 69 % bulk , would like to see a Canadian portion as Canada 's caput of state , and a 52 % bulk of Canadians support reopening constitutional debate to discourse substitute the monarchy with an caput of state , while only 32 % oppose doing so .",1,"In May 2010, a poll by Angus Reid found that more than two-thirds of Canadians, a 69% majority, would like to see a Canadian serving as Canada's head of state, and a 52% majority of Canadians support reopening the constitutional debate to discuss replacing the monarchy with an elected head of state, while only 32% oppose doing so.",0.8334351778030396
We should end daylight saving times,argued that daytime saving to more Death on the roads and that was inconvenient for families [ REF ] . With daytime saving they too said that electricity uptake was increased damaging the environment [ REF ] .,1,"Opponents argued that daylight saving led to more deaths on the roads and that it was inconvenient for families [REF]. With daylight saving they also said that electricity consumption was increased, damaging the environment [REF].",0.8760207891464233
We should further exploit sustainable energies,Lord Ron Oxburgh that responsible output of biofuels has several reward : make responsibly they are a sustainable energy source that need divert any earth from growing food nor harm the environment ; they can too help solve the problems of the wastefulness generated by westerly society ; and can create for antecedently the pitiable previously were none .,1,Lord Ron Oxburgh suggests that responsible production of biofuels has several advantages: Produced responsibly they are a sustainable energy source that need not divert any land from growing food nor damage the environment; they can also help solve the problems of the waste generated by Western society; and they can create jobs for the poor where previously were none.,0.8661423325538635
We should prohibit hydraulic fracturing,"Exxon Mobil , Chevron Corporation and ConocoPhillips advertizing aired advertisements 2011 2012 that take to describe the economical and environmental benefits of instinctive and argue that hydraulic fracturing was safe [ REF ] .",1,"Exxon Mobil, Chevron Corporation and ConocoPhillips aired advertisements during 2011 and 2012 that claimed to describe the economic and environmental benefits of natural gas and argue that hydraulic fracturing was safe [REF].",0.9234135150909424
We should ban partial birth abortions,"The Court affect the law , discover the statute criminalizing `` fond parentage abortion [ s ] '' violated the Due Process Clause of the United States , as interpreted in Parenthood v. Casey and Roe v. Wade .",1,"The Court struck down the law, finding the Nebraska statute criminalizing ""partial birth abortion[s]"" violated the Due Process Clause of the United States Constitution, as interpreted in Planned Parenthood v. Casey and Roe v. Wade.",0.8093684911727905
We should subsidize journalism,Journalism played an important role in have educated Indians aware their rights .,1,Journalism played an important role in making educated Indians aware of their rights.,0.9895182847976683
We should ban whaling,The of the Convention on International Trade Indiana in Endangered specie [ REF ] in 1977 and 1981 identify many specie of whales as being in risk of extinction,1,The reports of the Convention on International Trade in Endangered Species[REF] in 1977 and 1981 identified many species of whales as being in danger of extinction,0.8686873316764832
We should ban private education,"In Saudi Arabia , private pedagogy is to be considered one of the elements supporting governmental pedagogy at all pedagogy levels .",1,"In Saudi Arabia, private education is to be considered one of the elements supporting governmental education at all education levels.",0.8591748476028442
We should ban male infant circumcision,"In 2008 , the Finnish government was reported to cover be considering a new law to legalise circumcision if the practitioner a MD and if the child consents [ REF ] .",1,"In 2008, the Finnish government was reported to be considering a new law to legalise circumcision if the practitioner is a doctor and if the child consents [REF].",0.9680086374282836
We should ban alcoholic beverages,"discipline a connexion alcohol ingestion among pregnant mothers and Indiana an increased risk of mental retardent move and physical freakishness in what go as fetal alcohol syndrome , the use of warning label on alcohol-containing products in several countries move [ REF",1,"Studies showed a connection between alcohol consumption among pregnant mothers and an increased risk of mental retardation and physical abnormalities in what became known as fetal alcohol syndrome, prompting the use of warning labels on alcohol-containing products in several countries [REF",0.873835563659668
We should adopt vegetarianism,"Cowherd emphasize that vegetarianism was good for , whilst eating meat was unnatural and probable to cause aggressiveness .",1,"Cowherd emphasized that vegetarianism was good for health, whilst eating meat was unnatural and likely to cause aggression.",0.9678571224212646
We should subsidize renewable energy,"The 27 indium psyche of State and governments concord to implement the 20-20-20 mark : by 2020 , cut 20 % the emissions xx of greenhouse gases , increase by 20 % the push efficiency the EU and to reach 20 of renewables in total push consumption in the EU [ REF ] .",1,"The 27 Heads of State and governments finally agreed to implement the 20-20-20 targets: by 2020, reduce by 20% the emissions of greenhouse gases, increase by 20% the energy efficiency in the EU and to reach 20% of renewables in total energy consumption in the EU [REF].",0.8552602529525757
We should ban whaling,"Animal , environmental and anti-whaling group have commented that given Norway 's economic perspective it is self-contradictory that this is one of a very small bit just about of land actively in , and favoring the continuation of , commercial . This is despite the argued negligible contribution that whaling have to the and despite confrontation from around the world [ REF ] .",1,"Animal rights, environmental and anti-whaling groups have commented that given Norway's economic position it is paradoxical that this is one of a very small number of countries actively engaged in, and favoring the continuation of, commercial whaling. This is despite the argued negligible contribution that whaling makes to the economy and despite opposition from around the world [REF].",0.9230562448501588
We should adopt vegetarianism,A study by Chao et al . ( 2005 found an apparent tie-up of colorectal cancer with red meat after allowance for age and vigour consumption,1,A study by Chao et al. (2005) found an apparent association of colorectal cancer with red meat consumption after adjustment for age and energy intake,0.929929494857788
We should ban human cloning,"Notable was a successful endeavor , cooperation with like-minded , to ensure the acceptance a United Nations Declaration oppose shun all pattern of Human Cloning , [ REF ] [ REF ] [ REF ] [ REF [ REF rightfield ] and it opposed the acceptance of a resolution on orientation and gender identity suggest by the European Union in the General Assembly a similar UNHRC-specific resolution on LGBT rightfulness suggest by the Republic of South Africa was word form successfully legislate in the United Nations Human rightfulness Council [ REF ] .",1,"Notable was a successful effort, in cooperation with like-minded countries, to ensure the adoption of a United Nations Declaration banning all forms of Human Cloning,[REF][REF][REF][REF][REF] and it opposed the adoption of a resolution on sexual orientation and gender identity proposed by the European Union in the General Assembly; a similar UNHRC-specific resolution on LGBT rights proposed by the Republic of South Africa was successfully passed in the United Nations Human Rights Council [REF].",0.9116485714912416
We should ban abortions,"The General Board of the American Baptist in the U.S.A. opposes miscarriage as a way of avoiding responsibility for invention , as a primary way of parentage control , and compliments for the far-reaching issue of the act",1,"The General Board of the American Baptist Churches in the U.S.A. opposes abortion ""as a means of avoiding responsibility for conception, as a primary means of birth control, and without regard for the far-reaching consequences of the act",0.8176137208938599
We should subsidize recycling,Other studies have establish that recycling in itself is to execute the `` economical decoupling of economic growth from the depletion of non-renewable raw textile that is necessary for sustainable growth [ REF ] .,1,"Other studies have shown that recycling in itself is inefficient to perform the ""decoupling"" of economic development from the depletion of non-renewable raw materials that is necessary for sustainable development [REF].",0.8233435153961182
We should ban abortions,"take up to the 40th anniversary of the Roe v. Wade Supreme Court decision in January 2013 , a bulk of Americans trust abortion should be legal in all or most cases , harmonize to a poll by NBC News and the Wall Street Journal [ REF ] .",1,"Leading up to the 40th anniversary of the Roe v. Wade Supreme Court decision in January 2013, a majority of Americans believed abortion should be legal in all or most cases, according to a poll by NBC News and the Wall Street Journal [REF].",0.9272876977920532
We should further exploit green technology,develop young scientist in the battleground of green engineering and advance them to create innovative will provide Taiwan with edge in the grocery Associate in Nursing Indiana .,1,Educating young scientists in the field of green technology and encouraging them to create innovative products will provide Taiwan with an edge in the international market.,0.8070451617240906
We should ban racial profiling,"A week after the verdict , peaceful rallies vigils were held in more than 100 city nationwide to dissent racial profiling , postulate the abrogation of Stand Your Ground jurisprudence , and call for a federal test of Zimmerman for violations of civil rights jurisprudence [ REF ] .",1,"A week after the verdict, peaceful rallies and vigils were held in more than 100 cities nationwide to protest racial profiling, demand the repeal of Stand Your Ground laws, and call for a federal trial of Zimmerman for violations of civil rights laws [REF].",0.9490946531295776
We should adopt socialism,"The work anticipates Ludwig von Mises in its reportage of both the economic and political aspects of socialism nonsubjective , and in predicting that prognosticate socialism would take to tyranny by depriving public insurance of objective points of reference .",1,"The work anticipates Ludwig von Mises in its coverage of both the economic and political aspects of socialism, and in predicting that socialism would lead to tyranny by depriving public policy of objective points of reference.",0.8649516105651855
We should ban racial profiling,"The Ontario Human Rights Commission that `` services have acknowledged that racial profiling does come and have taken [ and guide ] measures to address [ the issue ] admit upgrading for policeman , identify policeman at risk of engaging in racial profiling , and improve community relations '' [ REF ] ( Griffiths , 2008 , p. 311 ) .",1,"The Ontario Human Rights Commission states that ""police services have acknowledged that racial profiling does occur and have taken [and are taking] measures to address [the issue], including upgrading training for officers, identifying officers at risk of engaging in racial profiling, and improving community relations""[REF] (Griffiths, 2008, p. 311).",0.9530521035194396
We should introduce a flat tax,All the opposition parties criticised the administration 's tax policies knock which they take were get towards the establishment of a flavourless tax [ REF ] .,1,All the opposition parties criticised the government's tax policies which they claimed were aiming towards the establishment of a flat tax [REF].,0.8258464336395264
We should subsidize public transportation,"More generally , the undertaking reflects a regional commitment not to neglect transportation omit base in favor of a strictly automobile-based transportation scheme , with one columnist noting that `` [ a ] light-rail line that stretches from the South Hills to the North Side is get to look much intimately when gas shoots backward over $ 4 a gal & hellip ; region that extend residents varied transportation alternative will be the ace that follow in this century . `` [ REF ] .",1,"More generally, the project reflects a regional commitment not to neglect public transportation infrastructure in favor of a purely automobile-based transportation system, with one columnist noting that ""[a] light-rail line that stretches from the South Hills to the North Side is going to look much better when gas shoots back over $4 a gallon&hellip;Regions that offer residents varied transportation options will be the ones that succeed in this century.""[REF] .",0.8427900671958923
We should further exploit nuclear power,At congressional audition Rickover show deserving that : . I do not trust that nuclear power is worth it if it creates radiotherapy,1,At a congressional hearing Rickover testified that: .   I do not believe that nuclear power is worth it if it creates radiation.,0.850831925868988
We should ban organic food,"According to one work , as many as 25 million worker report in countries may endure soft pesticide poisoning yearly [ REF",1,"According to one study, as many as 25 million workers in developing countries may suffer mild pesticide poisoning yearly [REF",0.885597825050354
We should legalize polygamy,Critics of polygamy in the other LDS Church claim that plural marriages raise in some wife [ REF ] .,1,Critics of polygamy in the early LDS Church claim that plural marriages produced unhappiness in some wives [REF].,0.9098730087280272
We should limit the right of self-defense,Castro reaffirmed Cuba 's right to self-defense and said rightfulness that all of its arm were justificatory and Cuba would not countenance an inspection [ REF ] .,1,Castro reaffirmed Cuba's right to self-defense and said that all of its weapons were defensive and Cuba would not allow an inspection [REF].,0.9451587200164796
We should ban male infant circumcision,Modern exponent argue disease that circumcision ambit trim the risks of a of infections and disease easily as conferring intimate benefits [ REF ] .,1,Modern proponents argue that circumcision reduces the risks of a range of infections and diseases as well as conferring sexual benefits [REF].,0.8339011669158936
We should limit the use of birth control,"contraceptive method Stating that contraception is a lie and `` against the beginning of new sprightliness '' , the Philippine Medical Association also stressed that the `` health jeopardy of contraception gamy womanhood are considerable ; the inclination of side effects is long , and include eminent insistence , shot , increased incidence of some variety of cancer '' [ REF ]",1,"Stating that contraception is a lie and ""against the beginning of new life"", the Philippine Medical Association also stressed that the ""health risks of contraception to women are considerable; the list of side effects is long, and includes high blood pressure, strokes, increased incidence of some forms of cancer"" [REF].",0.8545545935630798
We should adopt a zero-tolerance policy in schools,"schooltime and politicians adopt zero tolerance with regard to crime , and argued that policy rehabilitative approaches were less effective stern penalty [ null REF .",1,"Schools and politicians adopted zero tolerance policies with regard to crime, and argued that rehabilitative approaches were less effective than strict punishment [REF].",0.8973568677902222
We should ban genetically modified crops,"PG Economics comprehensive 2012 study close that GM crops increased farm income worldwide by $ 14 billion in 2010 , with over half this total going to Farmer in acquire area [ REF ] .",1,"PG Economics comprehensive 2012 study concluded that GM crops increased farm incomes worldwide by $14 billion in 2010, with over half this total going to farmers in developing countries [REF].",0.9690443277359008
We should subsidize public transportation,"The study too conclude that ineffective despite the already low saturation , urban fare is responsible for 51 % of emissions within creditworthy the Brazilian transport sector in 2008 , and primarily originate in the growing use of secret cars , traffic over-crowding and ineffective public fare systems .",1,"The study also concluded that despite the already low emission intensity, urban transportation is responsible for 51% of CO2 emissions within the Brazilian transport sector in 2008, and mainly originate in the growing use of private cars, traffic congestion and inefficient public transportation systems.",0.8228410482406616
Pathological gambling is similar to many other impulse control disorders,"Although the terminus gambling dependency is plebeian in the recuperation movement , [ REF ] pathological gambling regard is see by the American Psychiatric Association to be an impulse disorder rather an dependency [ REF",1,"Although the term gambling addiction is common in the recovery movement,[REF] pathological gambling is considered by the American Psychiatric Association to be an impulse control disorder rather than an addiction [REF",0.8529606461524963
We should increase government regulation,"United Nations Security make Council Resolution 18 , adopted on February 13 , 1947 , created a Commission to try to devote effect to United Nations General Assembly Resolution 41 which stated that regulating and diminution in creation armaments and armed forces is an important measure for strengthening outside heartsease .",1,"United Nations Security Council Resolution 18, adopted on February 13, 1947, created a Commission to try to give effect to United Nations General Assembly Resolution 41 which stated that regulation and reduction in world armaments and armed forces is an important measure for strengthening international peace.  ",0.951262593269348
We should fight urbanization,"The UNESCO study emphasized the damaging result of overurbanization detailing `` low point of living '' `` inadequate , the nearly complete absence World Health Organization of mass sanitary deftness , the mien of filth , squalor , repugnant odours , disease and high deathrate '' and `` large urban groups who have small or no approach to educational deftness . `` [ REF ]",1,"The UNESCO report emphasized the negative effects of overurbanization, detailing ""low levels of living"" as ""inadequate housing, the almost complete absence of mass sanitary facilities, the presence of filth, squalor, repugnant odours, disease and high mortality"" and ""large urban groups who have little or no access to educational facilities.""[REF]",0.8413194417953491
We should abolish the right to keep and bear arms,"The Second Amendment protects 'the rightfield of mass to prevent and Arms , ' and the Ninth and Tenth Amendments furnish that certain rightfield and powers are retained by and reserve to 'the mass . ' See also U.S . Const. , Amdt . 1 ( 'Congress shall make no law . .",1,"The Second Amendment protects 'the right of the people to keep and bear Arms,' and the Ninth and Tenth Amendments provide that certain rights and powers are retained by and reserved to 'the people.' See also U.S. Const., Amdt. 1 ('Congress shall make no law . .",0.8729408383369446
We should legalize polygamy,"In current times , Tunisia is still one of the very few Islamic Nation that has legally ostracize polygamy .",1,"In current times, Tunisia is still one of the very few predominantly Islamic nations that has legally banned polygamy.",0.9404778480529784
The free market should be protected,present-day inquiry establish that growing free markets and economic development helps extenuate dispute and elevate peace battle .,1,Contemporary research demonstrates that promoting free markets and economic development helps mitigate conflict and promote peace .,0.8151887655258179
We should subsidize public transportation,"For example , the state of New Jersey released Getting to exercise : Reconnecting line with Transit [ REF ] . This initiative attempts to relocate new line into field with mellow public transfer accessibility",1,"For example, the state of New Jersey released Getting to Work: Reconnecting Jobs with Transit [REF]. This initiative attempts to relocate new jobs into areas with higher public transportation accessibility.",0.8093156218528748
We should ban abortions,"A 1993 clause in the Memphis Commercial Appeal cover that Thompson indorse a rightfield to abortion but that oppose federal funding for abortion and let province to inflict limited restriction abortion , such as parental notification requirements for minors [ REF ] Union .",1,"A 1993 article in the Memphis Commercial Appeal reported that Thompson supports a right to abortion but that he opposes federal funding for abortion and favors allowing states to impose limited restrictions on abortion, such as parental notification requirements for minors [REF].",0.8684645891189575
We should legalize the growing of coca leaf,"In his speeches , Morales presented the coca foliage as a symbol of Andean polish that was under deep threat from the imperialist oppression of the U.S . In his aspect , the good U.S. should take with their domestic cocain misuse problems without interfering demonstrate in Bolivia , that they had no good trying to eliminate coca , a legitimate product with many which act a deep role polish .",1,"In his speeches, Morales presented the coca leaf as a symbol of Andean culture that was under threat from the imperialist oppression of the U.S. In his view, the U.S. should deal with their domestic cocaine abuse problems without interfering in Bolivia, arguing that they had no right trying to eliminate coca, a legitimate product with many uses which played a rich role in Andean culture.",0.9031072854995728
We should legalize polygamy,"Sarah Pratt , first wife of Mormon Apostle Orson Pratt , in an outspoken critique of Mormon polygamy , enjoin that polygamy entirely demoralizes good men and makes bad men correspondingly worse .",1,"Sarah Pratt, first wife of Mormon Apostle Orson Pratt, in an outspoken critique of Mormon polygamy, said that polygamy completely demoralizes good men and makes bad men correspondingly worse.",0.9449611902236938
We should further exploit green technology,"The ethanol and biodiesel production diligence too create jobs in works , procedure , and maintenance in rural community . harmonize to the Renewable Fuels Association , the ethanol industry create almost 154,000 U.S. jobs in 2005 exclusively , promote household income by $ 5.7 billion It too impart about $ 3.5 billion in tax revenues indium at the local , state , and federal level [ REF",1,"The ethanol and biodiesel production industries also create jobs in plant construction, operations, and maintenance, mostly in rural communities. According to the Renewable Fuels Association, the ethanol industry created almost 154,000 U.S. jobs in 2005 alone, boosting household income by $5.7 billion. It also contributed about $3.5 billion in tax revenues at the local, state, and federal levels [REF",0.9531550407409668
We should end affirmative action,conservativist tend to prefer ( racial ) color-blindness and oppose affirmative action/positive favouritism quotas .,1,Conservatives tend to favor (racial) color-blindness and oppose affirmative action/positive discrimination quotas.,0.8766042590141296
societal media consumption and violent crime rates are not well associated,"Huesmann & # 38 ; Eron 's own cross-national subject ( which is state frequently cite in support of media vehemence outcome ) failed to find a link between television vehemence and aggressive doings in most of son the state include in the analysis ( include America , and even in studies on American boys",1,"Huesmann &#38; Eron's own cross-national study (which is often cited in support of media violence effects) failed to find a link between television violence and aggressive behavior in most of the countries included in the analysis (including America, and even in studies on American boys",0.8458724617958069
We should ban the sale of violent video games to minors,The similarly defeated a Louisiana bill in the 2006 Entertainment Software Association v. Foti case that would have assay to ban sale of crimson video games from youngster,1,The ESA similarly defeated a Louisiana bill in the 2006 Entertainment Software Association v. Foti case that would have attempted to ban sales of violent video games from minors,0.8951330184936523
We should legalize doping in sport,The World Anti-Doping Agency ( WADA ) was Hoosier State too produce help governments in anti-doping .,1,The World Anti-Doping Agency (WADA) was also created to help governments in anti-doping.  ,0.8737185001373291
We should adopt vegetarianism,`` A vegetarian dietary blueprint is associated with a more favorable visibility of MRFs and a abject risk of MetS . `` [ REF ] .,1,"""A vegetarian dietary pattern is associated with a more favorable profile of MRFs and a lower risk of MetS.""[REF] .",0.8523650169372559
evolution can explain the apparent design in nature,Dawkins conclude choice that evolution by natural pick can explain unmistakable design in nature [ REF,1,Dawkins concludes that evolution by natural selection can explain apparent design in nature [REF,0.8560524582862854
We should adopt direct democracy,Goldsmith think that direct democracy would help combat feel of disenfranchisement among citizenry and increase accountability [ REF ] .,1,Goldsmith believes that direct democracy would help combat feelings of disenfranchisement among people and increase accountability [REF].,0.966033697128296
We should abolish marriage,"Maynard v. Hill , Marriage is advancement `` the most important coition in living '' and `` the fundament of the kinfolk and society , without which there would be neither civilization nor progress . ''",1,"Maynard v. Hill, Marriage is ""the most important relation in life"" and ""the foundation of the family and society, without which there would be neither civilization nor progress.""",0.8797533512115479
We should adopt vegetarianism,"An economical vegetarian is someone who practice vegetarianism from either the scheme philosophic viewpoint concerning issues such as public wellness and curbing world starvation , the notion that the uptake of core is economically unsound office of a conscious simpleton exist go strategy famishment just out of necessity .",1,"An economic vegetarian is someone who practices vegetarianism from either the philosophical viewpoint concerning issues such as public health and curbing world starvation, the belief that the consumption of meat is economically unsound, part of a conscious simple living strategy or just out of necessity.",0.8663169145584106
Holocaust denial should be a criminal offence,"In 2006 , sixty of Butz 's confrere from the Department of Electrical and Computer Science faculty signed a censure excommunication describe Butz 's Holocaust defense as `` an affront to our humankind and our standards as scholars '' [ REF",1,"In 2006, sixty of Butz's colleagues from the Department of Electrical Engineering and Computer Science faculty signed a censure describing Butz's Holocaust denial as ""an affront to our humanity and our standards as scholars"" [REF",0.8932895660400391
We should further exploit nuclear power,"Despite the seriousness of the Fukushima crisis , Japan 's `` historical allegiance to nuclear index - and a fuel cycles/second that include reprocessing and breeder reactors - nevertheless has powerful supporters '' [ REF ] .",1,"Despite the seriousness of the Fukushima crisis, Japan's ""historical commitment to nuclear power - and a fuel cycle that includes reprocessing and breeder reactors - still has powerful supporters"" [REF].",0.8968528509140015
We should further exploit nuclear power,"The nuclear powerfulness industry has amend the safety and functioning of reactor , and has proposed safer ( but generally untested ) reactor pattern but there is operate no that the reactor will be designed , build and go correctly [ REF ] .",1,"The nuclear power industry has improved the safety and performance of reactors, and has proposed new safer (but generally untested) reactor designs but there is no guarantee that the reactors will be designed, built and operated correctly [REF].",0.8987964391708374
"gambling, like any behavior which involves variation in brain chemistry, can become a psychologically addictive and harmful behavior",The Russian writer Dostoevsky ( himself a trouble gambler ) portrays in his novella The Gambler the psychological implications of gambling and how gambling can affect gambler,1,The Russian writer Dostoevsky (himself a problem gambler) portrays in his novella The Gambler the psychological implications of gambling and how gambling can affect gamblers,0.9922792315483092
We should abolish zoos,"In accession , zoo uncommon and aquarium offer a rarefied venue for researchers and the world to meet and intercommunicate , render a platform for render the outcome of research and explicate the implications for conservation action .",1,"In addition, zoos and aquariums offer a rare venue for researchers and the public to meet and communicate, providing a platform for interpreting the outcome of research and explaining the implications for conservation action.",0.8537303805351257
We should legalize cannabis,A 2012 meta-analysis establish that ague cannabis use increased the usage risk of an motorcar crash REF ] .,1,A 2012 meta-analysis found that acute cannabis use increased the risk of an automobile crash [REF].,0.8740286231040955
We should increase gun control,"Specter powerfully opposed most gun , voting against the Brady Bill , desktop checks at gun show , the ban on ravishment arm , and trigger locks for handguns [ REF ] .",1,"Specter strongly opposed most gun control, voting against the Brady Bill, background checks at gun shows, the ban on assault weapons, and trigger locks for handguns [REF].",0.913960099220276
We should end affirmative action,Others indicate affirmative activity is no longer necessary and that nonage the States has become a melting pot of minorities to the extent that whiten will eventually become the minority [ whiten REF ] .,1,Others argue that affirmative action is no longer necessary and that the United States has become a melting pot of minorities to the extent that whites will eventually become the minority [REF].,0.8379424214363098
